X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X91,X94,X95,X96,X97,X98,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X136,X137,X138,X139,X140,X141,X142,X143,fiscal_year,X742,X736
International Development Research Centre,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.5,10000
Jacques Cartier and Champlain Bridges Incorporated,6,0,6,6,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,2017-2018,0.15,12956
Laurentian Pilotage Authority Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.05,8164
Library and Archives of Canada,1281,242,1523,1122,401,65,536,45,49,273,313,82,21,4,7,15,0,44,3,2,3,0,0,0,1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,14,0,11,2,0,0,0,2017-2018,26.31,1879064
Mackenzie Valley Environmental Impact Review Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.02,567
Mackenzie Valley Land and Water Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0,0
Marine Atlantic Inc,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.08,8400
Military Grievances External Review Committee,2,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.1,4828
Military Police Complaints Commission,7,0,7,7,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.02,6265
Montreal Port Authority,7,2,9,6,3,2,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.2,35000
Nanaimo Port Authority,9,1,10,10,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.06,10500
National Arts Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.1,14375
National Capital Commission,66,15,81,58,23,24,14,1,4,17,6,9,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,16,0,16,5,0,0,0,2017-2018,3.14,341501
National Defence,2055,1279,3334,2082,1252,523,40,106,70,1238,78,584,77,21,8,8,8,367,343,146,1,0,1,3,17,11,0,57,0,1,12,0,0,0,0,0,0,0,0,0,0,7,105,0,125,20,0,0,0,2017-2018,37.75,3536191
National Energy Board,112,47,159,147,12,82,2,14,2,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,6,0,0,0,2017-2018,5.57,531396
National Film Board of Canada,12,1,13,13,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2017-2018,0.6,37043
National Gallery of Canada,6,3,9,8,1,0,1,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,0,0,0,2017-2018,0.54,73947
National Research Council of Canada,33,8,41,34,7,2,1,15,4,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,12,0,11,3,0,0,0,2017-2018,1.95,222436
Natural Resources Canada,882,116,998,901,97,291,14,121,54,302,100,157,18,2,13,2,1,1,139,6,5,1,0,0,1,8,0,49,0,0,6,0,1,1,8,0,0,0,0,0,0,3,134,0,92,18,0,0,0,2017-2018,12.36,1363517
Natural Sciences and Engineering Research Council of Canada,13,16,29,26,3,0,2,6,2,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,1,9,0,0,0,0,2017-2018,1.84,179911
"Non-Public Property and Staff of the Non-Public Funds, Canadian Forces",15,0,15,12,3,0,0,0,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2017-2018,0.5,77898
Northern Pipeline Agency Canada,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.08,1000
Nunavut Impact Review Board,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.1,15888
Nunavut Surface Rights Tribunal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0,0
Nunavut Water Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.01,1200
Office of Infrastructure of Canada,169,34,203,145,58,142,3,6,6,1,11,3,7,0,6,3,0,0,10,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,2017-2018,6.45,462225
Office of the Administrator of the Ship-source Oil Pollution Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.05,5205
Office of the Auditor General of Canada,18,1,19,11,8,1,0,4,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2017-2018,1.75,267483
Office of the Commissioner of Lobbying,5,0,5,5,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.1,6715
Office of the Commissioner of Official Languages,15,4,19,13,6,2,0,7,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.58,55450
Office of the Correctional Investigator of Canada,14,0,14,12,2,1,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.62,47009
Office of the Information Commissioner of Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0,0
Office of the Ombudsman for the Department of National Defence and the Canadian Forces,2,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.32,15721
Office of the Privacy Commissioner of Canada,49,14,63,55,8,18,0,14,1,16,0,11,2,0,0,0,0,3,0,1,1,0,0,1,3,2,0,2,0,0,7,0,0,0,0,24,0,0,0,0,0,0,4,1,7,1,0,0,0,2017-2018,1.36,134774
Office of the Public Sector Integrity Commissioner of Canada,2,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.1,20292
Office of the Superintendent of Financial Institutions Canada,45,7,52,39,13,23,0,11,0,11,0,0,2,0,2,2,2,3,3,0,0,0,0,0,0,9,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,24,1,0,0,0,2017-2018,2.61,440525
Old Port of Montreal,2,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.05,5000
Oshawa Port Authority,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2017-2018,0.01,293
Pacific Pilotage Authority Canada,4,0,4,4,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.19,5000
Parc Downsview Park Inc.,1,6,7,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,6,6,0,0,0,2017-2018,1.2,81000
Parks Canada Agency,336,103,439,404,35,103,3,37,18,175,0,14,21,1,9,2,0,0,2,0,0,13,1,0,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,45,0,6,11,0,0,0,2017-2018,11,1117095
Parole Board of Canada,22,2,24,24,0,6,1,6,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2017-2018,0.7,50898
Patented Medicine Prices Review Board,3,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2017-2018,0.05,10000
Pierre Eliott Trudeau Foundation,5,0,5,5,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017-2018,0.01,1199
Polar Knowledge Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0,0
Port Alberni Port Authority,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.5,29427
Prince Rupert Port Authority,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.02,2000
Privy Council Office,792,241,1033,769,264,290,67,160,73,202,0,31,12,0,6,0,0,261,0,0,0,0,0,0,1,1,0,212,0,0,1,0,0,2,0,1,0,0,0,0,0,8,46,1,102,16,0,0,0,2017-2018,28,1854072
Public Health Agency of Canada,146,38,184,114,70,33,16,15,7,56,19,31,4,2,4,0,0,4,1,0,2,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,2017-2018,4.21,391735
Public Prosecution Service of Canada,43,12,55,49,6,10,3,4,6,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,0,0,0,2017-2018,2.08,187425
Public Safety Canada,421,89,510,417,93,224,18,36,27,54,62,19,33,4,21,6,0,12,68,26,107,10,9,12,32,50,3,45,2,0,45,0,1,0,3,1,0,0,0,0,1,1,21,4,35,8,0,0,0,2017-2018,14.05,1056937
Public Sector Pension Investment Board,6,1,7,4,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.52,53787
Public Service Commission of Canada,100,10,110,104,6,6,3,22,5,51,13,27,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,2017-2018,1.82,155442
Public Services and Procurement Canada,1202,328,1530,969,561,304,11,216,49,334,288,150,1,0,1,0,0,17,7,4,1,0,0,0,0,1,1,19,0,0,23,0,0,0,0,0,0,0,0,0,1,2,253,0,217,7,0,0,0,2017-2018,29.5,2738518
Quebec Port Authority,9,0,9,9,0,4,0,1,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,2017-2018,0.03,11000
RCMH-MRCF Inc. (Royal Canadian Mint),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0,0
Revera Inc. (Public Sector Pension Investment Board),0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.05,15000
Ridley Terminals Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.05,16000
Royal Canadian Mint,13,6,19,13,6,4,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,7,1,0,0,0,2017-2018,1.5,138000
Royal Canadian Mounted Police,5203,1192,6395,2967,3428,382,126,1001,201,3030,463,634,16,5,220,72,1,11,1,2,2,381,218,1,80,151,0,91,5,2,3,0,0,0,1,0,0,0,0,0,0,3,8,1,15,3,0,0,0,2017-2018,34,2543799
Royal Canadian Mounted Police External Review Committee,2,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.1,10000
Saguenay Port Authority,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.02,2000
Sahtu Land and Water Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0,0
Sahtu Land Use Planning Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0,0
Saint John Port Authority,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.13,10790
Seaway International Bridge Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0,0
Security Intelligence Review Committee,16,0,16,14,2,6,2,1,0,7,0,2,0,0,0,0,0,2,6,2,3,0,0,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,2,81592
Sept-Îles Port Authority,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.25,26250
Shared Services Canada,257,23,280,237,43,92,0,43,1,94,27,19,1,0,0,0,0,0,1,2,7,0,0,0,0,1,0,0,1,71,0,0,0,0,0,0,0,0,0,0,0,1,18,0,69,7,0,0,0,2017-2018,14.95,1372048
Social Sciences and Humanities Research Council,19,5,24,24,0,0,9,6,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,2,1,0,0,0,2017-2018,0.75,55262
St. John's Port Authority,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0,0
Standards Council of Canada,53,1,54,30,24,1,0,12,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2017-2018,1.6,198203
Statistics Canada,115,13,128,116,12,23,9,15,12,56,0,2,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,10,0,10,5,0,0,0,2017-2018,2.16,197943
Status of Women Canada,41,13,54,50,4,7,1,17,3,9,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,2017-2018,1.61,125684
Sustainable Development Technology Canada,4,0,4,4,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2017-2018,0.72,53240
Telefilm Canada,28,9,37,28,9,1,0,27,0,0,0,0,12,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,0,0,2017-2018,2.85,213637
The Fund for Railway Accidents Involving Designated Goods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0,0
The National Battlefields Commission,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.05,2725
Thunder Bay Port Authority,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.01,500
Toronto Port Authority,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.6,4513
Transport Canada,937,458,1395,982,413,215,14,236,56,247,169,201,27,12,3,5,1,57,30,8,8,0,1,1,3,17,0,30,0,0,41,0,0,0,0,0,0,0,0,0,1,9,112,3,77,35,0,0,0,2017-2018,17.96,1307908
Transportation Safety Board of Canada,80,24,104,89,15,9,1,45,4,21,0,8,7,0,8,2,0,0,0,0,0,0,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,21,0,10,3,0,0,0,2017-2018,5.1,461827
Treasury Board of Canada Secretariat,574,133,707,557,150,174,19,67,33,183,98,58,1,1,2,0,0,23,0,6,3,0,0,0,0,2,1,10,0,2,36,0,0,1,3,0,0,0,0,0,0,0,42,0,39,4,0,0,0,2017-2018,10,780374
Trois-Rivières Port Authority,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0,350
Vancouver Fraser Port Authority,8,3,11,10,1,1,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2017-2018,1.1,45000
Veterans Affairs Canada,332,54,386,363,23,57,6,25,16,187,41,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,31,0,0,0,0,0,0,0,0,0,0,5,27,0,25,4,0,0,0,2017-2018,8.17,610158
Veterans Review and Appeal Board,12,0,12,12,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,1.29,71426
VIA Rail Canada,18,15,33,30,3,3,2,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,4,9,6,0,0,0,2017-2018,0.85,43414
Western Economic Diversification Canada,9,4,13,13,0,4,0,0,0,3,2,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,5,8,0,0,0,2017-2018,1.49,128529
Windsor Port Authority,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0.2,2500
Windsor-Detroit Bridge Authority,5,9,14,11,3,1,0,0,3,1,0,0,4,2,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,2017-2018,1.2,93739
Yukon Environment Socio-Economic Assessment Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,1,0
Yukon Surface Rights Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,0,0
Administrative Tribunals Support Service of Canada,45,8,53,44,9,12,0,2,1,23,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,1,0,0,0,2018-2019,1.46,141916
Agriculture and Agri-Food Canada,140,18,158,124,34,46,3,44,12,31,4,19,0,0,0,1,0,6,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,1,21,0,17,16,0,0,0,2018-2019,6.3,614450
Asia Pacific Foundation of Canada,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,1,2500
Atlantic Canada Opportunities Agency,26,0,26,16,10,9,0,4,1,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,2,5,0,0,0,2018-2019,2.2,188054
Atlantic Pilotage Authority Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0,0
Atomic Energy of Canada Limited,29,0,29,25,4,2,1,3,1,22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,1.5,235326
Bank of Canada,39,20,59,49,10,24,3,6,0,1,5,8,5,12,5,0,0,0,21,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,17,0,16,5,0,0,0,2018-2019,5.7,686622
Belledune Port Authority,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0,0
British Columbia Treaty Commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0,0
Business Development Bank of Canada,14,1,15,15,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,1,44937
Canada Border Services Agency,7673,1726,9399,8037,1362,242,162,3502,179,3151,437,657,1837,30,47,101,2,0,79,44,1372,41,5,3,62,2918,8,122,2,11,1702,0,0,0,0,0,0,0,0,0,0,3,16,5,30,1,0,0,0,2018-2019,25.15,2019314
Canada Council for the Arts,12,1,13,12,1,0,1,0,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2018-2019,0.21,27406
Canada Deposit Insurance Corporation,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.07,4386
Canada Development Investment Corporation,4,1,5,5,0,2,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,0,0,0,2018-2019,0.5,56924
Canada Eldor Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0,0
Canada Foundation for Innovation,6,0,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.05,8626
Canada GEN Investment Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0,0
Canada Hibernia Holding Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0,0
